Created at,Description,Followers Count,Friends Count,Geo enable,Language,Location,Name,Screen Name,Statuses Count,Time zone,id
2016-06-02 11:24:43,"We are a specialist consultancy, owned by the Vestey family. We provide trusted advice to family-owned firms on how to manage their pension arrangements.",46,58,False,en-gb,"City of London, EC2R 7AF",Ben Fowler,WesternPensions,46,,738330499194728448
2017-05-21 04:21:33,"The PR & marketing gurus purpose-built for disruptive brands & ICOs created by industry experts. Global reach & a strategic approach, we lead with the ‘why’...",1374,3038,True,en,"London, England and NYC, US",DisPRuptive,dispruptive,669,,866146921542561792
2018-01-24 22:00:14,UCL | #Entrepreneur | Digital Marketing | #Business Procurement | #Blockchain | #Crypto | Hi-R (@aimhi_r) | #Healthcare is a Human Right |,85,2104,False,en,"London, England",Dmitry Ievlev,ievlev_dmitry,25,,956285541267492864
2012-01-01 18:26:34,"Major Gifts @ActionAidUK / @artsfundraising 15/16 alumna. An Irish woman in SE England. Used to speak just fine, now no choice but to enunciate",418,892,True,en,Canterbury / London / Ireland,Clare McCullagh,ClareMcCullagh,3438,,452333295
2017-10-23 12:41:05,"Ternion is a unique hybrid digital asset which consists of an exchange, a payment system and a stabilization fund.",220,1765,False,en,,Ternion Official,ternionofficial,65,,922442753270779904
2017-06-02 18:40:47,"Financials & Collaboration (Safe, Secured, Streamlined)",416,3469,False,en,"California, USA",DJCS INC.,djcsinc,274,,870711811712049152
2018-04-09 22:15:46,"#HCR is a record company that offers a fair and transparent, global playing field to both HCR signed & independent #artists via its own #Blockchain technology.",5114,827,False,en,"London, England",Hunter Corp Records,huntercorprec,168,,983468540996005891
2016-11-10 03:04:02,"Remarkable travel experiences in India, Sri Lanka, Bhutan and Myanmar. Currently on reconnaissance in #Bhutan https://t.co/evfNTb7JnB",1349,4776,False,en,"Melbourne, Victoria",Remarkable East,RemarkableEast,128,,796548943094157312
2018-05-17 15:24:16,"In June a group of middle aged bums will cycle from Lands End-John o' Groats, to lose a few kilos and to raise over £150,000 for Bowel & Cancer Research.",17,24,False,en,,Bums on Bikes,on_bums,22,,997135719142494208
2017-10-14 14:14:13,"Partner Collective is an Investment Vehicle focused on UK SME’s, built by an experienced team of successful entrepreneurs investing in entrepreneurs.",51,441,False,en-gb,"London, England",Partner Collective,partnercollect,13,,919204700892823552
2018-01-07 20:14:05,High Performance Sport and Business Consultant,45,129,False,en,"Birmingham, England",Nick Johnston,njperformanceuk,22,,950098232083996672
2018-04-27 15:22:26,,0,9,False,en-gb,,Claire Morton,ClaireM2018,1,,989887503359410176
2013-12-18 16:32:10,"Bespoke software developers for Sage, Pegasus and Exchequer & authors of KCPOS EPOS solutions, KC Credit Pursuit credit control software & loads more!",307,229,True,en,"Peterborough, UK",Kamarin Computers,KAMComputers,933,,2252235228
2016-12-22 18:17:44,,6,60,False,fr,,Traore kassoum,Traorek21254071,0,,811999177504858113
2017-12-06 17:16:58,Director & Entrepreneur. Striving for the slight edge. Objective is to make candidates happy and to make clients even happier. Never eats fruit after a meal.,570,4068,False,en-gb,"Cambridge, England",@MarcusLawStaff,MSLawStaff,54,,938457248883531776
2009-02-25 17:33:28,"Optimal Spaces in New York provides Commercial Real Estate solutions through consulting, analysis and brokerage services.",1966,4989,True,en,New York City,NYC Tenant Broker,optimalspaces,117,,21891411
2013-08-25 12:30:50,,9,437,False,en,,nickstamenkovic. ,nickstamenkovic,3,,1699091618
2014-06-04 14:40:16,Husband. Father. Thinker (I think). Investor. Author. INSEAD MBA. Alum of Bain & Co. and Goldman Sachs. Sailor. Runner. Food & Wine-lover.,562,1267,False,en,Hong Kong,Warwick Simons,WarwickSimons,39,,2546297299
2017-08-30 07:00:00,,14,57,False,en,,Paul KE,PaulKE10,26,,902787974684962816
2011-11-02 20:57:35,,3,74,False,en,,Fiona,filou155,2,,403676736
2009-01-10 19:47:35,,195,2691,False,en,,Showboat7,Showboat7,12626,,18844088
2011-01-15 10:28:53,"Powerful #cloud #accounting #software for all businesses, #accountants, franchises & company groups. Find out more: https://t.co/pfyHP1Ksjy",2655,4348,True,en,"Blackrock, Dublin, Ireland",AccountsIQ,AccountsIQ,1666,,238515339
2018-02-21 21:54:31,"husband.traveller.trying to meditate these days,dhyan / ahh also trying new fitness trackers these days - @amazfit @fitbit @applewatch uk market dev at @Egencia",92,506,True,en,"manchester,england",kalyan nathadwarawala,kuhlyahn,345,,966430960781840387
2014-08-18 17:45:33,"Social media consultancy, strategy & training for growing businesses. Check our website for regular blogs, workshops and talks. #socialmediamarketing",3331,1827,True,en,United Kingdom,Avocado Social 🥑,AvocadoSocial,3997,,2742620677
